qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
KID59686.1	23.9752421128	6.17004338415	9	222901	0.656846737335	0.108031370224	7.13567183527e-07	Sulfide:quinone oxidoreductase	
KID59686.1	36.6971384711	4.19377194131	6	44826	0.635524061802	0.0581984171663	2.26578941178e-06	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	
KID59686.1	7.16721370274	0.628839608517	1	25762	0.595548862374	0.0050603311727	6.85895492185e-08	Rhodanese domain-containing protein	
KID59687.1	327.954743233	3.29173719272	5	490	0.748468163358	0.0514833206287	5.30655642918e-06	High-affinity nicotinic acid transporter	
KID59687.1	63.097669578	0.636666804086	1	495	0.656553149836	0.0779509825845	3.06176565468e-06	Pantothenate transporter liz1	
KID59687.1	79.9095299654	31.0370930261	46	727728	0.655904788714	0.0640395083369	1.86544171639e-06	MFS general substrate transporter	
KID59687.1	13.2114697053	0.624706588926	1	10763	0.654572242354	0.111863476603	5.93618205055e-07	Putative transporter	
KID59687.1	113.246624434	0.692771094092	1	182	0.63912650763	0.00722236731823	1.58880271887e-07	Related to nicotinamide mononucleotide permease	
KID59687.1	78.8700635661	0.634785351321	1	315	0.624212423536	0.00502715002415	4.29817888522e-07	Sucrose/H+ symporter, plant	
KID59689.1	895.857095831	3.23826674903	5	496	0.954337215212	0.011309855881	7.66314179322e-06	Death on curing protein Doc toxin	
KID59689.1	330.845280882	0.509425153397	1	90	0.722699472213	0.000681810828254	6.05465624153e-09	Type II toxin-antitoxin system death-on-curing family toxin (Fragment)	
KID59689.1	65.6179802647	1.18250689516	2	12319	0.61853418633	0.00431505817797	6.69468338839e-07	Fido domain-containing protein	
KID59691.1	1.37412820201e-10	0.805023691652	1	1422	0.76635954943	0.332753824757	1.11542723381e-06	Tetratricopeptide repeat domain protein	
KID59692.1	315.183710182	32.5747709613	46	55930	0.732958695507	0.0318527217741	0.000163444703613	Zinc-containing alcohol dehydrogenase	YFMJ
KID59693.1	2361.91789285	28.8278737206	44	412	1.62507120956	0.170294200269	0.00240631397089	Retrograde regulation protein 2	
KID59693.1	796.288655001	1.51414917082	2	3	0.912038760793	0.00663641593568	0.000299917333537	Sensor of mitochondrial dysfunction Rtg2, putative	
KID59693.1	768.494105377	29.9991959125	45	4214	0.897397642151	0.0	0.0	Ppx-GppA domain-containing protein (Fragment)	
KID59693.1	132.238913527	3.94114518749	5	2455	0.655216912601	0.0232478201445	1.25686991904e-07	Ppx/GppA phosphatase	
KID59693.1	9.49940521965	0.812650065693	1	19720	0.599533785927	0.0108188977525	4.01502922604e-07	Exopolyphosphatase	
KID59694.1	1.26823314208e-11	0.771252108806	1	432	1.11637488889	0.99316005472	2.99425080337e-06	Cytidine/deoxycytidylate deaminase family protein	
KID59696.1	90.3840229911	12.6000302738	20	294034	0.640267442071	0.0266293710705	1.33103526161e-05	S-adenosyl-L-methionine-dependent methyltransferase	
KID59697.1	2247.82185702	23.0080743868	36	450	1.52792437495	0.0731421337352	0.00151506330732	General amino-acid permease	
KID59697.1	166.112254878	20.0626045626	30	62548	0.694665242203	0.072113407621	1.17106194702e-05	Amino acid/polyamine transporter I	
KID59698.1	716.78861166	31.8877271149	50	11688	0.912487687022	0.0674900388244	0.000126089074226	Multicopper oxidase	AURL2
KID59699.1	1680.23890926	19.848908537	29	1241	1.26864060141	0.0123427400837	0.000169273154426	Sphingoid long-chain base transporter RSB1	
KID59700.1	391.545119309	17.9433838023	25	17093	0.874718523678	0.241698909481	2.69647856808e-06	Anhydro-N-acetylmuramic acid kinase	
KID59701.1	709.943391398	3.38754479333	5	62	0.884284128086	0.0194465484816	5.04156285993e-06	Sugar transport stp1	
KID59701.1	368.336384522	6.05169193937	9	735	0.772964036759	0.0672209372915	0.000119309310126	Sugar transporter STL1	
KID59701.1	95.1519852382	47.7086757597	71	677899	0.700040674581	0.135810712622	1.01397933562e-05	MFS monosaccharide transporter	
KID59701.1	163.795765878	8.50285524529	12	7332	0.688892533881	0.0629701874116	1.41006336664e-06	General substrate transporter	
KID59702.1	197.147767199	4.73270536182	7	21041	0.67994990861	0.0209259930145	1.27161859837e-06	NACHT domain-containing protein	
KID59703.1	120.791098286	31.1145638557	52	423879	0.706081748396	0.127857757019	3.48931080573e-05	Serine-threonine protein kinase	
KID59705.1	3649.29077136	7.15693695268	12	108	2.11504765105	0.123266647617	9.63226372066e-07	Pheromone-regulated membrane protein	
KID59706.1	3224.78954357	5.28039799494	7	81	1.89515190377	0.0287473265806	1.6288208273e-07	Peptidase cysteine/serine, trypsin-like protein (Fragment)	
KID59707.1	124.650779134	62.5390553689	90	695934	0.675153034689	0.0665896885743	9.40456565422e-06	MFS general substrate transporter	
KID59708.1	328.080633304	3.96592786119	5	770	0.849289589952	0.241605107136	0.000331492421387	Transcription factor, fungi	
KID59708.1	219.089520529	2.11057101511	3	489	0.730516174126	0.099774274537	2.0466052907e-08	Zn(2)-C6 fungal-type DNA-binding domain protein	
KID59708.1	132.973531692	6.21274587238	9	11493	0.713279640438	0.132245587695	3.31412943101e-06	Transcription factor	
KID59708.1	171.485578098	1.33428340365	2	319	0.679230541497	0.0389344103342	5.36390159126e-05	Zn2Cys6 transcriptional regulator	
KID59708.1	112.966678632	0.808665724252	1	270	0.663931840843	0.0542361662353	6.42709622523e-08	Zn(2)-Cys(6) zinc finger domain protein	
KID59708.1	151.037286392	19.6388226791	31	88937	0.650414914557	0.0	0.0	Zn(2)-C6 fungal-type domain-containing protein	
KID59709.1	453.169530793	0.738177503926	1	61	0.785104506157	0.0261069684571	2.78993663512e-08	Double-stranded beta helix domain-containing protein	
KID59709.1	130.480929209	6.14251348979	8	50922	0.696852209218	0.103131657837	2.94404390988e-06	Cupin domain protein (Fragment)	
KID59710.1	676.979189598	3.18436116245	5	145	0.871308166144	0.0198381384863	0.000113845369081	Related to monooxigenase	EASO
KID59710.1	308.02428645	23.2505954455	36	37324	0.82559147801	0.212030250601	0.000286530589144	Flavin-binding monooxygenase	EASO
KID59710.1	318.528840111	1.40773655644	2	128	0.732232446202	0.0279639693293	3.20647273042e-07	Flavin monooxygenase-like protein	EASO
KID59710.1	17.4513713579	0.552463010283	1	6532	0.596980548543	0.0	0.0	FAD/NAD(P)-binding domain-containing protein	EASO
KID59711.1	457.195005731	37.6182764666	60	20600	0.900082764485	0.239985722836	0.000616454464002	DAO domain-containing protein	
KID59711.1	580.500003849	5.72450678616	9	296	0.829575327357	0.0139144454542	3.34863367167e-05	Fructosyl amino acid oxidase	
KID59711.1	381.510551475	11.6462931517	18	2836	0.78356495787	0.0772843180583	2.43547564073e-06	L-pipecolate oxidase	
KID59711.1	36.6415252618	7.05130639411	10	111022	0.616399618305	0.0221566123143	1.83694839585e-07	FAD dependent oxidoreductase	
KID59712.1	806.512164987	10.8795866798	17	581	0.949316652789	0.069267409311	2.99296887587e-06	Cytochrome p450 oxidoreductase	
KID59712.1	455.597709549	33.3774983988	52	17131	0.828407546257	0.105973704115	0.000119962841884	Iron-sulfur cluster-binding protein, rieske family domain protein (Fragment)	
KID59712.1	452.740362698	2.46957455295	4	95	0.780116285653	0.0170191295362	9.59856963974e-08	Aromatic-ring-hydroxylating dioxygenase, alpha subunit	
KID59712.1	447.950433785	2.00553268315	3	64	0.776542770844	0.013889622687	5.48652992331e-05	Putative dioxygenase subunit alpha yeaW	
KID59712.1	282.34748214	0.611980901456	1	15	0.702938992856	0.0	0.0	Putative iron-sulfur domain-containing protein	
KID59712.1	245.954961221	3.82727591132	6	773	0.696603132483	0.0155115803744	5.19829827314e-07	Choline monooxygenase	
KID59712.1	88.427660877	1.39306874304	2	792	0.632262004063	0.0130017648605	2.16793402659e-07	Aromatic ring-hydroxylating dioxygenase	
KID59712.1	92.9665294512	4.41586752059	7	7193	0.62718661178	0.0	0.0	Iron-sulfur cluster-binding protein	
KID59713.1	222.114198559	6.90624055449	11	5443	0.789501538887	0.208784554304	2.28413913204e-06	Fungal specific transcription factor domain protein	
KID59713.1	226.217927126	28.9764870032	51	92304	0.68048717085	0.0	0.0	Zn(2)-C6 fungal-type domain-containing protein (Fragment)	
KID59713.1	60.2381244735	0.549821320545	1	469	0.655379593894	0.0778949885742	7.98904810256e-09	Zn(2)-C6 fungal-type DNA-binding domain	
KID59713.1	27.449478439	0.571120254351	1	2432	0.607020229303	0.0113970523108	1.01087185827e-08	Putative transcriptional regulatory protein	
KID59714.1	455.887645518	37.4314554364	60	34801	0.789501412771	0.0323516066503	1.51952518583e-07	Nitrogen regulatory protein P-II	
KID59715.1	461.327419431	24.0525909285	36	8006	0.853859571507	0.14965260543	0.000636142849863	CMD domain-containing protein (Fragment)	
KID59715.1	308.219840725	34.2306314479	51	36308	0.820671140171	0.202608918987	2.38409203307e-05	Carboxymuconolactone decarboxylase	
KID59715.1	211.811039403	0.708927951334	1	33	0.674724415761	0.0	0.0	4-carboxymuconolactone decarboxylase, putative	
KID59716.1	316.974293385	56.7997145818	84	100822	0.766640649293	0.094033731638	0.00065270853987	Inosine monophosphate dehydrogenase	
KID59717.1	4635.50198691	24.2081260567	36	134	2.63963693257	0.368309299607	0.0116104507757	Flavohemoglobin	
KID59717.1	1019.96821897	1.45512076764	2	6	1.0119807988	0.0262504539357	0.00403853137473	Globin, subset	
KID59717.1	515.618150339	11.0712501912	17	2265	0.854946128909	0.110751426467	3.06373051974e-05	Nitric oxide dioxygenase	
KID59738.1	1963.10056748	1.92489513367	3	30	1.47255966822	0.183621194379	1.04104406983e-05	Basic leucine zipper protein	
KID59738.1	78.1788941519	3.98868044649	6	81115	0.85892616903	0.448404566745	9.54969989056e-06	Glutathione s-transferase	
KID59739.1	695.418095172	69.9293981202	99	24787	1.00533394187	0.258803045331	5.44887168262e-05	Ubiquitin carboxyl-terminal hydrolase	
KID59740.1	574.915308816	55.1515904302	93	33802	0.835965344312	0.0301871788697	7.99217323884e-07	Zinc finger domain-containing protein, PARP-type	
KID59741.1	2012.89981551	17.8144262855	26	771	1.41425992006	0.0360371301705	1.57433887082e-05	Phosphatidyl inositol 3-kinase	
KID59742.1	4967.26891173	6.8210653305	9	29	2.70122157597	0.234542407423	0.00032676723264	Phosphatidyl inositol 3-kinase	
KID59742.1	748.067882257	2.29700821513	3	145	0.945143542763	0.105502513057	2.89699581897e-06	Phosphatidylinositol 3	
KID59742.1	168.949416202	0.675729518237	1	246	0.660003686717	0.00457341380357	5.46000338245e-07	Heat shock 70 kDa protein 12A	
KID59742.1	74.4525408849	0.680137511136	1	1283	0.622105364584	0.00438556253808	4.23095089937e-09	Actin-like ATPase domain-containing protein	
KID59744.1	441.810820389	21.544639303	36	21992	0.832061997917	0.123255969586	0.00060029401369	Gamma-glutamylcyclotransferase	
KID59745.1	1247.49637435	12.9016359647	18	1274	1.20045808191	0.210299348026	4.38858708396e-05	Swim zinc finger domain protein (Fragment)	
KID59745.1	222.101456338	1.2578123424	2	382	0.69938344266	0.0387597121615	1.06339648045e-05	Amidoligase enzyme	
KID59746.1	1745.2126605	45.4605343384	62	2464	1.32713459979	0.073678159467	5.55338240453e-06	Methylcrotonoyl-CoA carboxylase subunit alpha	
KID59747.1	369.555189967	21.3883795837	29	25688	0.758280617731	0.0386004680816	1.46830408451e-05	Pyridoxamine phosphate oxidase	
KID59748.1	3422.04641062	4.0935508392	6	8	1.97801042964	0.0360956673854	0.00305808374421	Zsp1 zinc sensitive phenotype 1	
KID59748.1	651.363514114	14.1098448953	19	3279	0.887174463367	0.0691109182156	1.3553352165e-05	Auxin efflux carrier	
KID59748.1	39.9310492441	5.67950437161	8	140166	0.612814516017	0.0129096152255	1.24825725843e-08	Membrane transporter	
KID59749.1	189.143739774	63.6247875726	92	310268	0.768820645488	0.194642694792	0.000126066937021	Mitogen activated protein kinase kinase	
KID59750.1	4330.73358662	18.7212451996	27	173	2.33413811071	0.0223373291574	0.000294580192678	Actin cortical patch	
KID59751.1	658.612134065	61.7949854967	96	26655	1.06242729593	0.394247156002	0.00157248137193	Octanoyltransferase	
KID59752.1	1345.53173377	42.4769992978	58	3876	1.16082060725	0.0615209900784	8.94502018244e-05	Active urea transporter	
KID59753.1	145.047255092	50.0055858074	72	412520	0.715930150914	0.128133698124	1.94435675232e-05	Serine threonine protein kinase, CMGC group	
KID59754.1	801.352684413	13.7100107819	24	2826	1.02841829402	0.222408434029	3.75111581877e-05	RNase III domain-containing protein	
KID59754.1	94.8440862394	5.54202569332	8	32911	0.730561739268	0.193630119451	7.07314400937e-06	Ribonuclease III	
KID59755.1	351.963600447	50.1608023499	80	77959	0.810396561374	0.150204100815	0.000147388164201	Aminoglycoside phosphotransferase	
KID59756.1	345.802571702	12.8632784163	20	19737	0.763607573918	0.0665774640383	2.44648289568e-05	Secreted aspartic proteinase	
KID59757.1	628.076688902	69.5097177622	97	29775	0.959611728907	0.223360232129	6.51592347631e-06	D-arabinono--lactone oxidase	
KID59759.1	1574.82056126	2.4194136217	4	21	1.30429164783	0.159096236857	0.00212088975587	ABC transporter atnG	
KID59759.1	608.264705565	5.62181916266	9	760	0.8553850338	0.0416587587001	4.73134802769e-07	ABC multidrug transporter	
KID59759.1	75.8888740914	10.0470585557	15	155326	0.669459464888	0.0926488700505	7.06241622472e-07	ABC transporter	
KID59759.1	101.432012405	1.13158772278	2	1107	0.664333323641	0.0636990843644	1.98311692287e-07	Cyclic peptide transporter	
KID59761.1	768.769630325	62.6927923443	87	17829	0.962384727779	0.122396794285	0.000328733919169	Jelly roll fold domain containing	
KID59762.1	229.353791186	9.1639383274	13	29537	0.936911945666	0.48145357954	1.60174322243e-06	Phosphoribosylaminoimidazole-succinocarboxamide synthase	
KID59764.1	224.272792006	10.1221241874	17	40055	0.684877409115	0.00975136481458	3.44805165646e-06	Glycoside hydrolase, subgroup, catalytic core	
KID59765.1	652.896104532	45.1323771124	63	17887	0.870474152637	0.036443352759	3.6693097019e-05	Oxysterol binding protein, contains an Ankyrin and a Pleckstrin domain	
KID59766.1	425.826199814	44.3270402158	65	43266	0.798630950432	0.0722644465286	1.56923193271e-05	Thioesterase/thiol ester dehydrase-isomerase	ACOT8
KID59767.1	652.010605209	57.0304860835	94	26659	0.895956663329	0.0851892918484	0.000104828298052	Eukaryotic aspartyl protease	
KID59768.1	241.28198743	14.5529762444	25	51726	0.691684377752	0.00975769959918	9.96009789674e-08	G-patch domain	RBM5
KID59769.1	1564.56060973	62.8559001433	88	4178	1.27565306408	0.11288364974	2.42910383973e-05	Molybdopterin synthase catalytic subunit	CNXH
KID59769.1	1218.03038383	2.39397974399	3	5	1.08023383307	0.00570127173475	2.7585030323e-07	Molybdenum cofactor synthesis protein 2B (Fragment)	CNXH
KID59771.1	753.697423962	64.4777552624	89	18972	0.913444995512	0.041445154906	4.69135558476e-06	Ferric reductase like transmembrane component	
KID59772.1	1807.28617014	13.531452365	18	300	1.35778222173	0.0846530673404	8.13990469451e-05	3 exoribonuclease family	
KID59772.1	1364.24418668	11.9264662635	17	409	1.15001843334	0.0270173190325	7.89791737694e-05	Exosome complex exonuclease	
KID59772.1	638.852790935	5.7132759148	8	428	0.867658864322	0.0417315508797	1.29911028169e-06	Ribosomal S5 domain 2-type fold domain containing	
KID59773.1	4879.39653353	64.1381484642	96	487	2.67238494237	0.246296604681	0.00445642393969	Rab proteins geranylgeranyltransferase	
KID59774.1	4787.29403963	10.7255931248	18	52	2.54077600033	0.0676445060901	0.000339812589813	Meiotic recombination protein rec8	
KID59774.1	2770.60584483	4.55494808286	6	28	1.71572125506	0.0329790757841	3.48230214955e-07	Rad21/Rec8 N terminal domain-containing protein (Fragment)	
KID59774.1	1003.43066358	1.2074331461	2	15	0.993710711701	0.00441216267414	2.57371383898e-09	Rad21/Rec8 like protein, N-terminal	
KID59774.1	426.459364184	0.562140993482	1	18	0.764244045259	0.00690618200712	1.15605840495e-06	Sister chromatid cohesion protein 1	
KID59775.1	1964.65284773	11.5231925497	16	195	1.46041941445	0.159543480326	1.15391622252e-05	Pyridoxal phosphate-dependent major domain	ACCS
KID59775.1	1525.13644854	7.13328232504	11	124	1.24563776592	0.0860060059752	1.66947168745e-07	1-aminocyclopropane-1-carboxylate synthase-like protein 1	ACCS
KID59775.1	1118.83828537	9.77875631775	15	433	1.07050140251	0.0622001564492	2.72431843711e-07	1-aminocyclopropane-1-carboxylate synthase	ACCS
KID59775.1	483.849675077	0.642658597818	1	2	0.783539870031	0.0	0.0	1-aminocyclopropane-1-carboxylate synthase-like protein-like protein	ACCS
KID59775.1	42.0900486986	2.48654859149	4	19705	0.610096185862	0.00615125494086	6.31709577886e-08	Aspartate aminotransferase	ACCS
KID59776.1	467.060002733	38.554831592	54	29888	0.881236403171	0.197004423622	2.87790266496e-06	Phosphoribosyl-aminoimidazole-succinocarboxamide synthase	
KID59777.1	1705.23756187	4.66418308146	8	31	1.29579751623	0.044721635089	1.24417714526e-06	General repressor of transcription	
KID59777.1	451.93282188	5.65618700652	8	649	0.809758686833	0.0735576149761	1.10717932651e-06	Zinc transcription factor	
KID59777.1	223.79152113	33.4254629506	57	92304	0.679516608452	0.0	0.0	Zn(2)-C6 fungal-type domain-containing protein (Fragment)	
KID59777.1	186.195130535	1.87473502353	3	420	0.672248056312	0.0146603603719	6.55046953796e-07	Chitinase 1	
KID59777.1	45.802060665	2.91192303801	5	16674	0.622192715504	0.0261733753148	1.16073559284e-07	Transcriptional regulatory protein	
KID59778.1	800.178574356	61.7921495455	81	15337	1.0192795728	0.206031848311	0.000563172705955	Importin-beta KapB	
KID59779.1	141.567897323	4.03639593761	6	35920	0.651014198286	0.00827726825622	4.35905171733e-06	2-isopropylmalate synthase	
KID59780.1	650.864631697	75.9370649883	100	28609	0.850345852679	0.0	0.0	ATP-dependent 6-phosphofructokinase	
KID59781.1	2627.64416979	63.3236646642	98	1710	1.67865736491	0.07094134569	3.91887457563e-05	Mediator of RNA polymerase II transcription subunit 17	MED17
KID59782.1	659.790620918	8.59836192717	14	3889	0.859520347764	0.0105663938112	0.000195533862469	SWI/SNF family DNA-dependent ATPase Ris1	
KID59783.1	4098.56456657	6.24074281137	9	63	2.23486717845	0.010262961673	9.91067968316e-05	Hydrophobic surface binding protein A family protein	
KID59784.1	274.796355013	38.5776328259	58	93047	0.715007473301	0.0284638203167	0.000155326389659	Type I phosphodiesterase nucleotide pyrophosphatase	
KID59785.1	1116.41428861	1.40894511003	2	4	1.04942480757	0.0242624304177	2.00088102947e-07	Cell wall glycosyl hydrolase Dfg5, putative	
KID59785.1	949.205597666	14.295216123	20	1424	1.01134507935	0.0786011703979	0.000210998850573	Glycoside hydrolase family 76	
KID59785.1	537.671243119	11.6570733205	18	2951	0.840454961453	0.0666802389364	0.0022968784611	Mannan endo-1,6-alpha-mannosidase	
KID59785.1	528.412723606	0.666872404974	1	4	0.805827820984	0.00841992400425	8.59098317163e-06	Cell wall glycosyl hydrolase Dfg5	
KID59786.1	1714.07797825	58.32274149	93	3818	1.31623648402	0.0765964856563	0.00045776612609	Vesicle-mediated transport	
KID59787.1	220.097485736	52.0941868144	79	196671	0.721509253455	0.0820191409114	5.72388074418e-06	N-acetyl-gamma-glutamyl-phosphate reductase	
KID59788.1	4690.67920393	1.69684284204	2	11	2.46627168157	0.0	0.0	arg-6 protein precursor, partial [Metarhizium anisopliae ARSEF 549]	
KID59790.1	247.592620799	6.28518913759	9	17290	0.690559859164	0.00287322374335	1.13010349287e-07	Kinesin light chain	
KID59791.1	703.808519198	6.1937533992	8	1717	0.984102909821	0.212413961828	5.11866394441e-06	C6 zinc finger domain protein, partial [Metarhizium anisopliae ARSEF 549]	
KID59791.1	177.370529785	0.803546297737	1	455	0.679807149343	0.0355828966092	1.11322971167e-07	Fungal transcriptional regulatory protein	
KID59792.1	327.295965077	65.1013908262	97	109215	0.796293383186	0.142210406556	0.000174084027947	RNA-binding protein with serine-rich domain 1-A	
KID59793.1	726.123207152	39.6144048714	62	14089	0.945719386504	0.123143564969	0.000200710468277	Fasciclin domain-containing	
KID59794.1	854.39172709	66.4014709475	92	15255	0.966814757497	0.0661442672691	8.02504024472e-05	Glucan-beta-glucosidase	BGBP
KID59795.1	141.967845959	25.5843811493	33	198158	0.667306263148	0.0387151107248	5.80403520699e-06	Glucans biosynthesis glucosyltransferase H	
KID59796.1	216.028886468	46.5829954679	61	158229	0.700387441393	0.0452361102953	3.74174455866e-05	Translation elongation factor eEF-3	
KID59797.1	773.380576468	65.7883904162	99	19969	1.1545095697	0.481366477267	0.00165530815447	Palmitoyltransferase	
KID59799.1	452.738279832	30.5951453135	42	24773	0.815724731357	0.0842052904267	3.07748785186e-05	SerB Phosphoserine phosphatase	
KID59800.1	748.802948603	46.7588877319	65	14026	0.94422574106	0.103207418951	0.000231478763676	Phosphoadenosine phosphosulfate reductase	
KID59801.1	3308.04558885	56.9713272542	88	970	2.05955131638	0.275216254055	0.0234233097072	tRNA wybutosine-synthesizing protein 3	
KID59802.1	5162.80643704	4.67908207325	7	12	2.7060956116	0.0954820360415	0.0183778842035	Ochre suppressor tyr-tRNA	
KID59802.1	3741.80198421	3.09574392864	4	5	2.09387539228	0.013479864574	0.000513518650437	DUF1690 domain-containing	
KID59802.1	1557.25784059	1.99595490018	3	24	1.22420316846	0.021320403682	1.09137050666e-05	Putative altered inheritance of mitochondria protein 13, mitochondrial	
KID59802.1	1051.90135668	2.07777068482	3	57	1.02061251952	0.0185810555009	0.000200871451439	MICOS complex subunit mic19	
KID59803.1	778.800423729	0.800350586809	1	100	0.989831965635	0.166626030136	8.54473050361e-09	Myb/SANT-like DNA-binding domain protein	
KID59804.1	804.488772716	68.2935622025	98	18316	0.930872696557	0.0359944887683	5.42116241487e-06	Ferric reductase like transmembrane component	
KID59805.1	392.158837175	26.9374131324	43	33509	0.755898436188	0.0170466675845	8.37489863387e-06	Uroporphyrin-iii c-methyltransferase precorrin-2 dehydrogenase sirohydrochlorin ferrochelatase	MET1
KID59806.1	319.151503963	38.2045914236	58	68734	0.743313016356	0.0483957398333	0.000133632952852	Mitochondrial small ribosomal subunit	
KID59807.1	255.5583018	56.1678801473	89	164364	0.890803101639	0.374674920806	0.000103644607708	Thioredoxin, variant	
KID59808.1	127.070056165	17.2160319583	23	171867	0.669301653024	0.0537237426849	2.34677070248e-06	Deoxyribose-phosphate aldolase	
KID59809.1	642.975110225	70.4616910193	94	26022	0.969434767444	0.230640939037	0.00025128323047	Lipoyl synthase, mitochondrial	
KID59809.1	245.288032441	3.94667543205	5	561	0.698531150478	0.0196508869129	4.83718696594e-05	Lipoic acid synthetase	
KID59810.1	544.393762385	70.865184318	98	39660	1.08741780775	0.527659848346	2.91584285089e-05	Tyrosine--tRNA ligase	
KID59810.1	127.259930019	0.695884834448	1	70	0.641518535192	0.00115955260309	1.52288172505e-08	Tyrosine--tRNA ligase, cytoplasmic	
KID59811.1	2.00106674497e-10	0.796519542818	1	1716	0.6140749348	0.045424403183	5.56472114238e-08	Subtilisin-like serine protease	
KID59812.1	347.063165921	28.2251529725	46	45259	0.76776511154	0.0734689901863	6.40186432227e-05	Aminoglycoside 3'-phosphotransferase/choline kinase domain protein	
KID59813.1	202.874373937	1.56467135416	2	1654	0.803751027252	0.250190922071	4.44899864979e-06	WD domain-containing protein (Fragment)	
KID59813.1	329.529084631	1.37335518182	2	483	0.764517725654	0.0805657934056	0.000311064839404	SesA domain-containing protein	
KID59813.1	108.977951967	2.00408377692	3	9401	0.720733189028	0.16441876681	3.09159936899e-06	Ankyrin repeat protein	
KID59814.1	1444.24647228	1.39363528951	2	108	1.16942174106	0.0032512288217	4.36875708633e-08	Ankyrin repeat-containing domain protein, partial [Metarhizium anisopliae ARSEF 549]	
KID59815.1	1320.53801265	7.25438375812	9	625	1.34080258945	0.419975605223	1.56812982998e-05	Phosphorylase superfamily	
KID59816.1	286.932290722	6.94970212916	9	11766	0.788381708329	0.157750876424	4.13767727959e-05	NACHT and Ankyrin domain protein (Fragment)	
KID59816.1	348.379684876	0.797071692089	1	105	0.749157302893	0.0373687313058	6.7541840767e-08	Mitochondrial substrate carrier	
KID59817.1	94.3186617728	43.8882292606	62	837461	0.6528955875	0.0474858270577	3.1722527164e-05	MFS general substrate transporter	
KID59818.1	1795.77954107	3.24682880103	5	187	1.35804243169	0.0938303378259	2.68108048521e-05	MFS allantoate transporter	
KID59819.1	4024.26568017	6.4758573622	9	48	2.30498792868	0.198639707925	0.000130570437302	Aromatic prenyl transferase	
KID59819.1	1964.67534917	1.44304827193	2	6	1.41119833543	0.0666568893452	2.22069977351e-06	Tryptophan dimethylallyltransferase family protein	
KID59819.1	292.381430216	0.651385390936	1	92	0.76521934158	0.109934573424	7.22789475597e-05	Aromatic prenyltransferase, DMATS type	
KID59819.1	188.0799594	0.576257481347	1	174	0.674367816833	0.0172374178094	8.17254883412e-08	p450 monooxygenase	
KID59840.1	600.77271594	7.42508083515	10	3292	0.840945293651	0.0200682368908	2.08613605729e-06	Galactose oxidase	
KID59841.1	1033.66948583	7.20844663021	10	840	1.14539681933	0.267707111834	0.00221278607531	DUF221 and late exocytosis domain protein	
KID59841.1	759.702424753	0.659073110189	1	13	0.896963525388	0.00581614044209	5.26285084275e-08	Phosphate metabolism protein	
KID59842.1	577.20463696	24.7800326014	37	11123	0.875309701273	0.102693520168	1.40399951191e-05	Pyruvate formate lyase activating enzyme	
KID59842.1	210.506999222	5.21982557047	8	3710	0.688397771466	0.0267829363402	7.75862882387e-07	Radical SAM superfamily protein	
KID59844.1	3053.77126556	22.7492507889	33	426	1.89703144359	0.161336649263	0.000725662697427	Adaptin ear-binding coat-associated protein 2	
KID59845.1	2158.58882914	27.5731122542	40	1037	1.46920274204	0.0297493875912	1.74786373538e-06	Translation initiation factor eIF-2B subunit alpha	
KID59846.1	3533.30655679	17.5638544405	25	242	2.00909255242	0.0108853899904	3.36505713899e-05	Ergothioneine biosynthesis protein 1	
KID59848.1	2506.77996087	58.7651610809	83	1601	1.78030831415	0.353652141687	0.00803473530687	Senescence/spartin-associated	
KID59849.1	1592.19649573	58.0633457463	94	4472	1.29806509764	0.134285286988	0.000764862046723	Spindle pole body component	
KID59851.1	633.482915454	54.2643646767	86	25741	0.988237438096	0.273274590867	0.000436937759386	Myosin tail region-interacting protein MTI1	
KID59852.1	849.871351559	74.4112173582	100	16780	1.20175430547	0.512813576712	0.000728459418318	Galactose-1-phosphate uridylyltransferase	GAL7
KID59853.1	2773.44967457	56.6381968058	85	1337	1.70223706463	0.00539003587017	2.37896293501e-05	Rna polymerase ii subunit b1 ctd phosphatase rpap2	
KID59854.1	1789.85642081	30.161851343	39	1084	1.37701713377	0.134100214106	7.25983219983e-05	Ribosomal protein S17	RPS17
KID59854.1	960.620702535	4.69026246607	6	91	0.996458898161	0.0419061986071	1.65942862912e-05	Ribosomal protein S17e	RPS17
KID59855.1	7014.72410193	7.67971897898	11	27	3.40361985564	0.0145852407542	1.86348748069e-06	Mitochondrial ribosomal subunit domain-containing	
KID59856.1	639.984885119	74.3518188884	100	29587	0.91371089511	0.127762208118	0.000148537980037	Queuine tRNA-ribosyltransferase	
KID59857.1	722.196777558	40.9609733007	63	14526	0.926594825774	0.089930382923	0.00265059008133	Histone deacetylase HosB	HOS3
KID59858.1	653.177695427	68.2450299199	98	27779	0.853915466361	0.00498939779474	3.67949689877e-07	Histidinol-phosphatase	
KID59859.1	189.691651124	37.0251946752	56	186724	0.70579100548	0.075310059702	6.69399311266e-07	p-loop containing nucleoside triphosphate hydrolase	
KID59860.1	865.33516896	0.733978252404	1	2	0.941855047396	0.0107871600288	0.000189249855557	RadR putative transcriptional regulator	
KID59860.1	412.728775823	2.00190528563	3	327	0.783312738156	0.0532475442117	1.46970775858e-06	Basic-Leucine zipper transcription factor	
